REGION,CÓDIGO DANE DEL DEPARTAMENTO,departamento,codigo_municipio,nombre_municipio_x,vote_share_2002_r1_alvaro_uribe,vote_share_2002_r1_horacio_serpa,vote_share_2006_r1_alvaro_uribe,vote_share_2006_r1_carlos_gaviria,vote_share_2010_r1_gustavo_petro,vote_share_2010_r1_juan_manuel_santos,vote_share_2014_r1_clara_lopez,vote_share_2014_r1_oscar_ivan_zuluaga,vote_share_2018_r1_gustavo_petro,vote_share_2018_r1_ivan_duque,vote_share_2022_r1_blanco,vote_share_2022_r1_federico_gutierrez,vote_share_2022_r1_gustavo_petro,vote_share_2022_r1_no_marcados,vote_share_2022_r1_nulos,vote_share_2022_r1_rest,vote_share_2022_r1_rodolfo_hernandez,vote_share_2022_r1_sergio_fajardo,vote_share_2022_r2_blanco,vote_share_2022_r2_gustavo_petro,vote_share_2022_r2_no_marcados,vote_share_2022_r2_nulos,vote_share_2022_r2_rodolfo_hernandez,nombre_municipio_y,poblacion_total,poblacion_afrocolombiana,poblacion_indigena,poblacion_rural_dispersa,anos_escolaridad,hogares_con_internet,hogares_totales,pct_afro_colombian,pct_indigenous,pct_rural_disperso,years_schooling,internet_access_rate,ipm_score,nbi_rate,proyeccion_2022,population_2022,risk_level,is_pdet,coca_hectares,armed_group_presence,high_risk_flag
Región Centro Oriente,15,Boyacá,15480,Muzo,0.95,0.1465,0.95,0.1032,0.1,0.95,0.07,0.7267,0.1935,0.95,0.0098497906919477,0.0682098005417384,0.1856685545432159,0.003201181974883,0.0103422802265451,0.0199458261511942,0.6899778379709431,0.0128047278995321,0.0148114901256732,0.2450628366247755,0.0020197486535008,0.0112208258527827,0.7268850987432675,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05483,Nariño,0.3801,0.0564,0.4461,0.0398,0.0385,0.3364,0.027,0.213,0.0745,0.2797,0.0209709853490376,0.6388968687158862,0.0715311692042516,0.0051709278942832,0.0080436656133295,0.0094800344728526,0.202240735420856,0.043665613329503,0.0163721413721413,0.1068087318087318,0.0033783783783783,0.007016632016632,0.8664241164241164,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25483,Nariño,0.637,0.2746,0.7475,0.1934,0.1874,0.5637,0.1312,0.3569,0.3627,0.4687,0.00976290097629,0.2608089260808926,0.3479776847977684,,0.004881450488145,0.00836820083682,0.3389121338912134,0.0292887029288702,0.0107731305449936,0.4372623574144487,0.0006337135614702,0.0038022813688212,0.5475285171102662,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52480,Nariño,0.2474,0.5164,0.2903,0.3638,0.3524,0.2189,0.2468,0.1386,0.6821,0.182,0.0163291966035271,0.1401045068582625,0.6544741998693664,0.0026126714565643,0.0202482037883736,0.0065316786414108,0.1316133246244284,0.0280862181580666,0.0155261644623346,0.7800460034502588,0.0017251293847038,0.0218516388729154,0.1808510638297872,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,41,Huila,41483,Nátaga,0.782,0.2281,0.9178,0.1607,0.1557,0.692,0.109,0.4382,0.3013,0.5755,0.018896447467876,0.2392290249433106,0.2891156462585034,0.0022675736961451,0.0147392290249433,0.0045351473922902,0.4160997732426303,0.0151171579743008,0.0187702265372168,0.3553398058252427,0.001294498381877,0.0129449838187702,0.6116504854368932,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,73,Tolima,73483,Natagaima,0.4471,0.3595,0.5247,0.2532,0.2453,0.3956,0.1718,0.2505,0.4748,0.329,0.0126050420168067,0.2552182163187855,0.4555435077256709,0.0018975332068311,0.0113851992409867,0.0081322851721333,0.237869341284901,0.0173488750338845,0.0107922492028452,0.5246504782928624,0.0015943095413294,0.0104243316163845,0.4525386313465783,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05495,Nechí,0.4557,0.2724,0.5348,0.1919,0.1859,0.4033,0.1302,0.2554,0.3598,0.3354,0.0132774283717679,0.3186582809224318,0.3452131376659678,0.0024458420684835,0.0090845562543675,0.0478686233403214,0.2424877707896575,0.020964360587002,0.0149405279953582,0.3800406150275602,0.0024659123875834,0.0065274151436031,0.5960255294458949,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05490,Necoclí,0.5401,0.2743,0.6338,0.1932,0.1872,0.4779,0.1311,0.3027,0.3622,0.3974,0.0187535364966453,0.2791205238056745,0.3475870988602376,0.0040417104518632,0.0144693234176703,0.0192385417508689,0.2873656131274755,0.0294236520895643,0.0221701399885982,0.4027997719642744,0.0032305061126243,0.0121619053651738,0.5596376765693292,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17486,Neira,0.6596,0.1562,0.7741,0.11,0.1066,0.5837,0.0747,0.3696,0.2063,0.4854,0.0172238170200944,0.3316047782202055,0.1979812945643115,0.0044448560051856,0.0264839336975645,0.0131493656820075,0.3509584220761181,0.0581535327345124,0.0267976775346136,0.2836087539079946,0.0042876284055381,0.0268870031263957,0.6584189370254578,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,41,Huila,41001,Neiva,0.609,0.3118,0.7147,0.2197,0.2128,0.5389,0.1491,0.3413,0.4119,0.4481,0.0154444150557171,0.2106903412031233,0.3951895764573295,0.0006267465528939,0.0104189426958151,0.0173879043665259,0.3240222178778016,0.0262198557907931,0.0201552902742193,0.4905069310032333,0.0005538089750618,0.0126592900057059,0.4761246797417796,,,,,,,,,,,,,,,,,,high,0.0,0.0,0.0,1.0
Región Centro Oriente,25,Cundinamarca,25486,Nemocón,0.95,0.2332,0.95,0.1643,0.1591,0.9377,0.1115,0.5938,0.308,0.7797,0.0144077521356623,0.0648986357261252,0.2955501721280122,0.0010200178503123,0.021675379319138,0.0123677164350376,0.5638148667601683,0.0262654596455437,0.0211553078287306,0.390549784646567,0.0011401064099315,0.0234355206485938,0.5637192804661768,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25488,Nilo,0.9061,0.1819,0.95,0.1282,0.1242,0.8018,0.087,0.5077,0.2403,0.6667,0.0128093158660844,0.2131004366812227,0.2305676855895196,0.0011644832605531,0.0098981077147016,0.022707423580786,0.4820960698689956,0.0276564774381368,0.0164942689404528,0.3058428850992452,0.0011182555213866,0.009784735812133,0.6667598546267822,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25489,Nimaima,0.95,0.1116,0.95,0.0786,0.0762,0.95,0.0534,0.6891,0.1474,0.9048,0.0079106561191251,0.1465798045602606,0.1414611447184737,0.0013959981386691,0.0060493252675663,0.0102373196835737,0.654257794322941,0.0321079571893904,0.0078341013824884,0.1857142857142857,0.0013824884792626,0.0036866359447004,0.8013824884792626,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15491,Nobsa,0.634,0.4086,0.7441,0.2878,0.2788,0.561,0.1953,0.3553,0.5397,0.4665,0.0135063277677337,0.0646602148250558,0.5178134637881527,0.0007444432627884,0.0103158566414973,0.0089333191534616,0.3373391470807189,0.0466872274805913,0.0195426195426195,0.6412681912681912,0.0002079002079002,0.01008316008316,0.3288981288981289,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25491,Nocaima,0.95,0.2109,0.95,0.1486,0.1439,0.888,0.1008,0.5623,0.2785,0.7384,0.0137518684603886,0.1414050822122571,0.2672645739910314,0.0011958146487294,0.0080717488789237,0.0059790732436472,0.533931240657698,0.0284005979073243,0.0149640287769784,0.3381294964028777,0.0020143884892086,0.0071942446043165,0.6376978417266187,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17495,Norcasia,0.95,0.1864,0.95,0.1313,0.1272,0.9187,0.0891,0.5818,0.2462,0.7639,0.015056461731493,0.1436637390213299,0.236198243412798,0.004077791718946,0.0163111668757841,0.0134880803011292,0.5523839397741531,0.0188205771643663,0.0188905547226386,0.3022488755622189,0.0038980509745127,0.0227886056971514,0.6521739130434783,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13490,Norosí,0.5539,0.4265,0.65,0.3004,0.2911,0.4901,0.2039,0.3104,0.5633,0.4076,0.014735432016075,0.0977896851975887,0.5405224380442063,0.0026791694574681,0.0093770931011386,0.0241125251172136,0.2947086403215003,0.0160750167448091,0.0115546218487394,0.6271008403361344,0.0010504201680672,0.0063025210084033,0.3539915966386555,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27491,Nóvita,0.1279,0.488,0.1501,0.3437,0.333,0.1131,0.2332,0.0716,0.6445,0.0941,0.027621483375959,0.1406649616368286,0.6184143222506394,0.0127877237851662,0.0352941176470588,0.0296675191815856,0.0680306905370844,0.0675191815856777,0.0228105906313645,0.7230142566191446,0.0057026476578411,0.020366598778004,0.2281059063136456,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,47,Magdalena,47460,Nueva Granada,0.3735,0.2853,0.4383,0.2009,0.1947,0.3305,0.1364,0.2093,0.3768,0.2748,0.0126523684616571,0.39114334207684,0.3615182842153988,0.0010800802345317,0.0069433729362752,0.0132695571671038,0.1987347631538343,0.0146582317543588,0.0127642053252813,0.4626681306615426,0.0005489980785067,0.0057644798243206,0.5182541861103486,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15494,Nuevo Colón,0.95,0.2254,0.95,0.1588,0.1538,0.95,0.1077,0.6114,0.2977,0.8029,0.0110578695171396,0.0799852561739771,0.2856616291927755,0.0003685956505713,0.0095834869148544,0.0081091043125691,0.5805381496498341,0.0246959085882786,0.0174945329584504,0.3552014995313964,0.000624804748516,0.0115588878475476,0.6151202749140894,,,,,,,,,,,,,,,,,,,,,,
Región Llano,85,Casanare,85225,Nunchía,0.95,0.0915,0.95,0.0645,0.0625,0.95,0.0437,0.7714,0.1209,0.95,0.0076505429417571,0.1201875616979269,0.1159921026653504,0.0007403751233958,0.0041954590325765,0.0111056268509378,0.7324777887462981,0.0076505429417571,0.0110559566787003,0.1394404332129964,0.0020306859205776,0.0049638989169675,0.8425090252707581,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27495,Nuquí,0.1053,0.6594,0.1236,0.4645,0.45,0.0932,0.3152,0.059,0.8709,0.0775,0.0120331950207468,0.0614107883817427,0.8356846473029046,0.0049792531120331,0.0041493775933609,0.0074688796680497,0.0560165975103734,0.0182572614107883,0.0080815179198875,0.8865073787772312,0.0038650737877723,0.0049191848208011,0.0966268446943078,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,76,Valle del Cauca,76497,Obando,0.4173,0.3486,0.4898,0.2455,0.2379,0.3693,0.1666,0.2339,0.4604,0.3071,0.0194174757281553,0.2547644732110751,0.441747572815534,0.0035958288385472,0.0293060050341603,0.0073714491190219,0.2220424307802948,0.021754764473211,0.0163993512344566,0.5707334654892774,0.0023427644620652,0.0254099837808614,0.3851144350333393,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68498,Ocamonte,0.95,0.0554,0.95,0.039,0.0378,0.95,0.0265,0.8837,0.0731,0.95,0.0078799249530956,0.0660412757973733,0.0701688555347092,0.0003752345215759,0.0045028142589118,0.0060037523452157,0.8390243902439024,0.0060037523452157,0.0088235294117647,0.0900735294117647,0.0011029411764705,0.0014705882352941,0.8985294117647059,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,54,Norte de Santander,54498,Ocaña,0.95,0.1693,0.95,0.1193,0.1155,0.95,0.0809,0.6453,0.2236,0.8474,0.0098007904507165,0.1327997125633757,0.2145794243283165,0.0006187871771328,0.0067667371950976,0.0077647810291828,0.6127190706215817,0.0149506966345961,0.0141994760621132,0.2773263981168609,0.0006264474733285,0.0094156953566953,0.698431982991002,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68500,Oiba,0.95,0.0908,0.95,0.064,0.062,0.95,0.0434,0.8424,0.12,0.95,0.0027481409634658,0.0599741351438732,0.1150986097639831,0.001454898157129,0.0046880051729712,0.0108309085030714,0.7998706757193663,0.0053346265761396,0.0067974663988876,0.1376486945774756,0.0007724393635099,0.0049436119264637,0.8498377877336629,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15500,Oicatá,0.95,0.2566,0.95,0.1807,0.1751,0.8629,0.1226,0.5464,0.3389,0.7175,0.0087288597926895,0.0921985815602836,0.3251500272776868,0.000545553737043,0.0098199672667757,0.0076377523186033,0.5188216039279869,0.0370976541189307,0.0155359917141377,0.4282755049197307,,0.0139823925427239,0.5422061108234075,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05501,Olaya,0.5666,0.0845,0.665,0.0595,0.0576,0.5014,0.0404,0.3175,0.1116,0.417,0.018970189701897,0.5203252032520326,0.1070460704607046,0.0020325203252032,0.0060975609756097,0.005420054200542,0.301490514905149,0.0386178861788617,0.0175544794188861,0.1392251815980629,0.0006053268765133,0.0042372881355932,0.8383777239709443,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52490,Olaya Herrera,0.08,0.6262,0.0939,0.4411,0.4273,0.0708,0.2993,0.0448,0.8271,0.0589,0.017416325912464,0.0631531122217174,0.7935786763592306,0.0065121914281387,0.0268059972739663,0.0325609571406936,0.0425564137513251,0.017416325912464,0.0131139110311133,0.8857032656209822,0.0020570840833119,0.0195422987914631,0.0795834404731293,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68502,Onzaga,0.95,0.0508,0.95,0.0358,0.0346,0.95,0.0243,0.898,0.067,0.95,0.0041058394160583,0.0538321167883211,0.0643248175182481,0.0018248175182481,0.0054744525547445,0.0132299270072992,0.8526459854014599,0.0045620437956204,0.0051063829787234,0.0791489361702127,0.0038297872340425,0.0038297872340425,0.9080851063829788,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,41,Huila,41503,Oporapa,0.95,0.1042,0.95,0.0734,0.0711,0.95,0.0498,0.7046,0.1377,0.9253,0.0099029510794216,0.1596355714002773,0.132105367399485,0.0007922360863537,0.0081204198851257,0.0061398296692414,0.6690433749257279,0.0142602495543672,0.0149466192170818,0.1743772241992882,0.0010676156583629,0.0080071174377224,0.8016014234875445,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,86,Putumayo,86320,Orito,0.1451,0.656,0.1703,0.4621,0.4477,0.1284,0.3136,0.0813,0.8664,0.1068,0.0105469708118714,0.0511405445180279,0.8313711062055433,0.0015943095413294,0.0091366200637723,0.0068064753495217,0.0772013735589894,0.0122025999509443,0.0103132371495967,0.8882549783312305,0.0008777223106039,0.0086126501728015,0.0919414120357671,,,,,,,,,,,,,,,,,,,,,,
Región Llano,85,Casanare,85230,Orocué,0.95,0.1635,0.95,0.1152,0.1116,0.95,0.0782,0.6739,0.216,0.8849,0.0152635344621989,0.1080372048652516,0.2072501788695444,0.0019079418077748,0.008347245409015,0.0088242308609587,0.6398759837824947,0.0104936799427617,0.0112260620735197,0.2372881355932203,0.0011005943209333,0.0074840413823464,0.7429011666299802,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,73,Tolima,73504,Ortega,0.6589,0.2377,0.7733,0.1675,0.1622,0.5831,0.1136,0.3692,0.314,0.4849,0.012565445026178,0.2747263207996192,0.3012851023322228,0.0056163731556401,0.0169443122322703,0.0123750594954783,0.3505949547834364,0.0258924321751546,0.0126391562735414,0.35766301163472,0.0034318238888423,0.0109650958399598,0.6153009123629363,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52506,Ospina,0.3804,0.4212,0.4465,0.2967,0.2874,0.3366,0.2013,0.2132,0.5563,0.2799,0.0397727272727272,0.1704545454545454,0.5337357954545454,0.0053267045454545,0.0177556818181818,0.0092329545454545,0.2024147727272727,0.0213068181818181,0.0276195899772209,0.6930523917995444,0.0014236902050113,0.0162300683371298,0.2616742596810933,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15507,Otanche,0.95,0.1093,0.95,0.077,0.0746,0.95,0.0523,0.7209,0.1444,0.9467,0.0101849370142053,0.139104797641383,0.1385687483248459,0.0005360493165371,0.0050924685071026,0.0099169123559367,0.684534977217904,0.0120611096220852,0.0084012849023968,0.1744502100321225,0.0007412898443291,0.0049419322955275,0.8114652829256239,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,70,Sucre,70508,Ovejas,0.146,0.4866,0.1713,0.3427,0.332,0.1292,0.2326,0.0818,0.6426,0.1074,0.0094299185597942,0.2569224174882126,0.6166309472781826,0.001800257179597,0.0071153021860265,0.0128589798542648,0.0776682383197599,0.017573939134162,0.0101162615129095,0.6829986410991997,0.0007549448890231,0.0055865921787709,0.3005435603200966,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15511,Pachavita,0.95,0.1526,0.95,0.1075,0.1041,0.95,0.0729,0.6082,0.2015,0.7987,0.0136286201022146,0.1737649063032368,0.1933560477001703,0.0008517887563884,0.0034071550255536,0.0102214650766609,0.5775127768313458,0.0272572402044293,0.0135644310474755,0.2207987942727957,0.0007535795026375,0.0075357950263752,0.7573474001507159,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25513,Pacho,0.95,0.1301,0.95,0.0916,0.0888,0.95,0.0622,0.602,0.1718,0.7905,0.0147525263701408,0.2135428192077893,0.1648594821863244,0.0008851515822084,0.0062698237073098,0.0053846721251014,0.5715866342111087,0.0227188906100169,0.0177920685959271,0.2218649517684887,0.0004287245444801,0.0072168631654162,0.7526973919256877,,,,,,,,,,,,,,,,,,,,,,
Región Llano,97,Vaupés,97511,Pacoa,0.0752,0.6123,0.0882,0.4313,0.4178,0.0665,0.2927,0.0421,0.8087,0.0553,0.02,0.072,0.776,0.012,0.02,0.048,0.04,0.012,0.0336134453781512,0.8613445378151261,0.0084033613445378,0.0084033613445378,0.088235294117647,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17513,Pácora,0.6565,0.0891,0.7705,0.0627,0.0608,0.581,0.0426,0.3679,0.1177,0.4831,0.0210035005834305,0.4183197199533255,0.1128938156359393,0.0074387397899649,0.0306301050175029,0.0150233372228704,0.3493290548424737,0.0453617269544924,0.0289156626506024,0.1879518072289156,0.0042523033309709,0.025797306874557,0.7530829199149539,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19513,Padilla,0.0974,0.5859,0.1143,0.4127,0.3998,0.0862,0.28,0.0546,0.7738,0.0717,0.0260344026034402,0.0871687587168758,0.7424453742445374,0.00325430032543,0.0520688052068805,0.0199907019990702,0.0518363551836355,0.0172013017201301,0.0179926295252547,0.8215911554303057,0.0019510080208107,0.030999349663993,0.1274658573596358,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15514,Páez,0.95,0.122,0.95,0.0859,0.0832,0.95,0.0583,0.7404,0.1611,0.95,0.0121872995509942,0.0711994868505452,0.1545862732520846,0.0006414368184733,0.0038486209108402,0.0359204618345093,0.7030147530468249,0.018601667735728,0.0237131289762868,0.2024291497975708,0.0011567379988432,0.0052053209947946,0.7674956622325043,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19517,Páez,0.1894,0.6027,0.2223,0.4246,0.4113,0.1676,0.2881,0.1061,0.7961,0.1394,0.0125970664365832,0.0755823986194995,0.7638481449525453,0.0056082830025884,0.0199309749784296,0.0096635030198446,0.100776531492666,0.0119930974978429,0.0128073770491803,0.8180620608899297,0.002927400468384,0.0160275175644028,0.150175644028103,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,41,Huila,41518,Paicol,0.95,0.1352,0.95,0.0953,0.0923,0.95,0.0646,0.6092,0.1786,0.8,0.0110361741263028,0.2124463519313304,0.1713672593500919,0.0003065603923973,0.0045984058859595,0.0039852851011649,0.5784794604537093,0.0177805027590435,0.0165916760404949,0.2215973003374578,0.0014060742407199,0.0081552305961754,0.7522497187851519,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,20,Cesar,20517,Pailitas,0.9106,0.2673,0.95,0.1883,0.1824,0.8058,0.1278,0.5103,0.353,0.6701,0.0060438176781667,0.0781918912112818,0.338705615713926,0.0013850415512465,0.0100730294636111,0.0710148577184588,0.4845127171996978,0.0100730294636111,0.0105142857142857,0.4105142857142857,0.0003428571428571,0.0104,0.5682285714285714,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25518,Paime,0.95,0.1246,0.95,0.0878,0.0851,0.929,0.0596,0.5883,0.1646,0.7725,0.0065818341377797,0.2413339183852567,0.1579640193067134,0.0013163668275559,0.0078982009653356,0.0096533567354102,0.5585783238262396,0.0166739798157086,0.0108695652173913,0.2012882447665056,0.001207729468599,0.0040257648953301,0.782608695652174,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15516,Paipa,0.8906,0.2795,0.95,0.1969,0.1907,0.7881,0.1336,0.4991,0.3692,0.6553,0.0143496374016355,0.0981330041660237,0.3542148845342797,0.0005657563133261,0.0079205883865658,0.0077148588180836,0.4738466286066965,0.0432546417733888,0.0188892714840867,0.4576221161886959,0.0006886713561906,0.0099365438536081,0.5128633971174185,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15518,Pajarito,0.95,0.1216,0.95,0.0857,0.083,0.95,0.0581,0.8037,0.1606,0.95,0.011417697431018,0.0418648905803996,0.154138915318744,,0.0009514747859181,0.0123691722169362,0.7630827783063748,0.0161750713606089,0.0158311345646438,0.1978891820580474,,0.001759014951627,0.7845206684256816,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,41,Huila,41524,Palermo,0.9335,0.2218,0.95,0.1563,0.1514,0.8261,0.106,0.5231,0.293,0.6869,0.0113241858158373,0.17920317407836,0.281120846420896,0.0006612663250123,0.0073565878657629,0.0095057034220532,0.496693668374938,0.01413456769714,0.0156987085298894,0.3432835820895522,0.0006960018560049,0.0072693527182739,0.6330523548062795,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17524,Palestina,0.5445,0.2919,0.639,0.2056,0.1992,0.4818,0.1395,0.3051,0.3856,0.4007,0.018642146366041,0.2473863206953016,0.3699458370071797,0.0032749716588991,0.0296007053785111,0.0151152538103035,0.2897090313641516,0.026325733719612,0.0214396933764522,0.4816145646185172,0.0023954964666427,0.0244340639597556,0.4701161815786321,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,41,Huila,41530,Palestina,0.95,0.1982,0.95,0.1396,0.1353,0.95,0.0947,0.6084,0.2618,0.799,0.0127071823204419,0.1270718232044199,0.2511970534069981,0.0023941068139963,0.0108655616942909,0.0079189686924493,0.5777163904235727,0.0101289134438305,0.015088708340242,0.3216713646161498,0.0011606698723263,0.0122699386503067,0.649809318520975,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68522,Palmar,0.95,0.0716,0.95,0.0504,0.0488,0.95,0.0342,0.8017,0.0945,0.95,0.0020855057351407,0.1053180396246089,0.0907194994786235,,0.0052137643378519,0.0333680917622523,0.7612095933263816,0.0020855057351407,0.005736137667304,0.1042065009560229,0.0009560229445506,0.0047801147227533,0.884321223709369,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,8,Atlántico,08520,Palmar de Varela,0.1313,0.5032,0.1541,0.3544,0.3434,0.1162,0.2405,0.0736,0.6646,0.0966,0.0168701002282425,0.2448149250769078,0.6376897886275678,0.0021831894413019,0.005656445370646,0.0099235883695544,0.0698620621216632,0.0129999007641163,0.0125579435313948,0.7785924989464812,0.0010956595027391,0.005394016013485,0.2023598820058997,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68524,Palmas del Socorro,0.95,0.0531,0.95,0.0374,0.0362,0.95,0.0254,0.8369,0.0701,0.95,0.0054512416717141,0.1108419139915203,0.0672319806178073,0.0042398546335554,0.003634161114476,0.0054512416717141,0.7946698970321018,0.0084797092671108,0.005099150141643,0.0855524079320113,0.001699716713881,0.0039660056657223,0.9036827195467422,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,76,Valle del Cauca,76520,Palmira,0.3053,0.4293,0.3583,0.3024,0.293,0.2701,0.2052,0.1711,0.567,0.2246,0.0243619186805156,0.1857743097238895,0.5440524035701237,0.0012722480296466,0.0166697113628059,0.0219022391565321,0.1624236651182212,0.043543504358265,0.0244537331364353,0.6560959126974195,0.0007008234675743,0.0148174104572873,0.3039321202412835,,,,,,,,,,,,,,,,,,,,,,
